tool,timeout,benchmark,run_number,cut,tests,uncompilable,broken,failing,lines_total,lines_covered,lines_coverage_ratio,branches_total,branches_covered,branches_coverage_ratio,mutants_total,mutants_covered,mutants_coverage_ratio,mutants_killed,mutants_killed_ratio
evosuite-mo,120,FASTJSON-26,1,com.alibaba.fastjson.parser.deserializer.MapDeserializer,31,0,0,0,198,84,42.424244,126,52,41.26984,138,61,44.2029,61,44.2029
evosuite-mo,120,SEATA-24,3,io.seata.core.protocol.transaction.BranchReportRequest,56,0,3,0,88,88,100.0,22,22,100.0,0,0,0.0,0,0.0
evosuite-mo,120,GUAVA-249,2,com.google.common.io.FileBackedOutputStream,26,0,0,0,50,50,100.0,16,16,100.0,30,30,100.0,30,100.0
evosuite-mo,120,SEATA-29,2,io.seata.core.rpc.DefaultServerMessageListenerImpl,11,0,4,0,68,26,38.235294,24,5,20.833332,22,5,22.727274,5,22.727274
evosuite-mo,120,SEATA-19,3,io.seata.core.protocol.RegisterRMRequest,27,0,0,0,62,62,100.0,26,26,100.0,0,0,0.0,0,0.0
evosuite-mo,120,SPOON-101,2,spoon.reflect.visitor.PrintingContext,19,0,0,0,34,24,70.588234,24,12,50.0,11,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-85,2,com.alibaba.fastjson.serializer.CharArrayCodec,10,0,1,0,35,16,45.714287,20,8,40.0,20,11,55.0,11,55.0
evosuite-mo,120,SEATA-29,1,io.seata.core.rpc.DefaultServerMessageListenerImpl,13,0,4,0,68,26,38.235294,24,5,20.833332,22,5,22.727274,5,22.727274
evosuite-mo,120,SEATA-6,3,io.seata.core.rpc.RpcContext,47,0,3,0,85,81,95.29412,32,29,90.625,1,0,0.0,0,0.0
evosuite-mo,120,SPOON-159,1,spoon.reflect.visitor.ModelConsistencyChecker,0,0,0,0,26,0,0.0,22,0,0.0,0,0,0.0,0,0.0
evosuite-mo,120,SPOON-13,1,spoon.support.reflect.code.CtForImpl,11,0,1,0,58,49,84.48276,26,18,69.230774,7,0,0.0,0,0.0
evosuite-mo,120,SPOON-107,2,spoon.reflect.visitor.filter.CompositeFilter,27,0,2,0,26,23,88.46153,20,19,95.0,2,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-93,1,com.alibaba.fastjson.asm.ByteVector,29,0,0,0,73,72,98.630135,24,22,91.66667,73,73,100.0,47,64.38356
evosuite-mo,120,GUAVA-71,1,com.google.common.collect.SparseImmutableTable,1,0,0,0,63,22,34.920635,14,5,35.714287,16,7,43.75,7,43.75
evosuite-mo,120,FASTJSON-85,3,com.alibaba.fastjson.serializer.CharArrayCodec,9,0,0,0,35,13,37.142857,20,6,30.000002,20,10,50.0,10,50.0
evosuite-mo,120,SPOON-165,2,spoon.reflect.visitor.AstParentConsistencyChecker,4,0,0,0,15,11,73.333336,8,7,87.5,1,0,0.0,0,0.0
evosuite-mo,120,SPOON-107,1,spoon.reflect.visitor.filter.CompositeFilter,29,0,2,0,26,23,88.46153,20,19,95.0,2,0,0.0,0,0.0
evosuite-mo,120,SPOON-157,3,spoon.support.DefaultCoreFactory,64,0,0,0,429,110,25.641027,160,38,23.75,160,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-26,3,com.alibaba.fastjson.parser.deserializer.MapDeserializer,32,0,0,0,198,86,43.43434,126,51,40.476192,138,62,44.927536,62,44.927536
evosuite-mo,120,SEATA-8,1,io.seata.core.protocol.MergedWarpMessage,13,0,0,0,46,28,60.869564,14,8,57.14286,23,16,69.565216,16,69.565216
evosuite-mo,120,SEATA-8,2,io.seata.core.protocol.MergedWarpMessage,13,0,0,0,46,28,60.869564,14,8,57.14286,7,0,0.0,0,0.0
evosuite-mo,120,SPOON-157,2,spoon.support.DefaultCoreFactory,109,0,0,0,429,199,46.386944,160,81,50.625004,150,0,0.0,0,0.0
evosuite-mo,120,SEATA-4,1,io.seata.core.protocol.MessageFuture,23,0,0,0,22,22,100.0,10,10,100.0,13,13,100.0,13,100.0
evosuite-mo,120,FASTJSON-93,3,com.alibaba.fastjson.asm.ByteVector,30,0,0,0,73,72,98.630135,24,22,91.66667,73,73,100.0,46,63.013695
evosuite-mo,120,FASTJSON-50,1,com.alibaba.fastjson.parser.DefaultJSONParser,123,0,0,0,947,268,28.299894,570,118,20.701754,136,0,0.0,0,0.0
evosuite-mo,120,SEATA-26,2,io.seata.core.rpc.netty.TmRpcClient,1,0,0,0,162,1,0.61728394,62,0,0.0,64,0,0.0,0,0.0
evosuite-mo,120,GUAVA-197,1,com.google.common.primitives.Booleans,54,0,0,0,75,75,100.0,52,52,100.0,92,92,100.0,92,100.0
evosuite-mo,120,GUAVA-115,3,com.google.common.util.concurrent.SimpleTimeLimiter,0,0,0,0,110,0,0.0,26,0,0.0,0,0,0.0,0,0.0
evosuite-mo,120,SEATA-6,2,io.seata.core.rpc.RpcContext,47,0,3,0,85,81,95.29412,32,30,93.75,1,0,0.0,0,0.0
evosuite-mo,120,SEATA-24,2,io.seata.core.protocol.transaction.BranchReportRequest,38,0,3,0,88,88,100.0,22,22,100.0,30,30,100.0,30,100.0
evosuite-mo,120,GUAVA-197,3,com.google.common.primitives.Booleans,91,0,11,0,75,75,100.0,52,52,100.0,92,92,100.0,92,100.0
evosuite-mo,120,FASTJSON-17,2,com.alibaba.fastjson.serializer.ClobSeriliazer,5,0,0,0,24,22,91.66667,4,4,100.0,6,6,100.0,6,100.0
evosuite-mo,120,SEATA-6,1,io.seata.core.rpc.RpcContext,1,0,0,0,85,0,0.0,32,0,0.0,30,0,0.0,0,0.0
evosuite-mo,120,SEATA-21,1,io.seata.core.rpc.netty.RmRpcClient,2,0,2,0,211,4,1.8957347,88,2,2.2727273,73,0,0.0,0,0.0
evosuite-mo,120,GUAVA-275,1,com.google.common.math.PairedStatsAccumulator,51,0,0,0,60,60,100.0,38,38,100.0,75,75,100.0,75,100.0
evosuite-mo,120,GUAVA-110,2,com.google.common.math.IntMath,143,0,0,0,180,175,97.22222,164,156,95.12195,126,126,100.0,126,100.0
evosuite-mo,120,SPOON-167,2,spoon.support.reflect.CtExtendedModifier,14,0,0,0,26,26,100.0,16,16,100.0,0,0,0.0,0,0.0
evosuite-mo,120,SPOON-167,3,spoon.support.reflect.CtExtendedModifier,15,0,0,0,26,26,100.0,16,16,100.0,18,18,100.0,18,100.0
evosuite-mo,120,GUAVA-6,3,com.google.common.base.Throwables,0,0,0,0,92,0,0.0,38,0,0.0,0,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-105,3,com.alibaba.fastjson.JSONReader,69,0,0,0,157,143,91.0828,63,49,77.77778,9,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-72,1,com.alibaba.fastjson.serializer.AwtCodec,43,0,0,0,192,103,53.645832,106,52,49.056606,48,0,0.0,0,0.0
evosuite-mo,120,SPOON-13,2,spoon.support.reflect.code.CtForImpl,19,0,3,0,58,55,94.82758,26,21,80.769226,2,0,0.0,0,0.0
evosuite-mo,120,GUAVA-71,2,com.google.common.collect.SparseImmutableTable,1,0,0,0,63,22,34.920635,14,5,35.714287,16,7,43.75,7,43.75
evosuite-mo,120,SPOON-9,2,spoon.support.reflect.cu.position.SourcePositionImpl,0,0,0,0,78,0,0.0,56,0,0.0,0,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-104,3,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter,62,0,2,0,82,73,89.02439,20,14,70.0,5,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-9,1,com.alibaba.fastjson.parser.deserializer.JavaObjectDeserializer,0,0,0,0,19,0,0.0,18,0,0.0,0,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-31,3,com.alibaba.fastjson.serializer.ASMSerializerFactory,31,0,0,0,1364,669,49.04692,398,177,44.47236,404,182,45.049507,182,45.049507
evosuite-mo,120,FASTJSON-31,2,com.alibaba.fastjson.serializer.ASMSerializerFactory,38,0,0,0,1364,595,43.6217,398,152,38.190956,404,160,39.603962,160,39.603962
evosuite-mo,120,FASTJSON-19,1,com.alibaba.fastjson.parser.deserializer.DefaultFieldDeserializer,21,0,0,0,68,42,61.764706,44,31,70.454544,7,0,0.0,0,0.0
evosuite-mo,120,SEATA-16,3,io.seata.core.store.StoreMode,5,0,0,0,7,7,100.0,4,4,100.0,5,5,100.0,5,100.0
evosuite-mo,120,GUAVA-115,1,com.google.common.util.concurrent.SimpleTimeLimiter,21,0,0,0,110,34,30.909092,26,2,7.692308,41,10,24.390244,10,24.390244
evosuite-mo,120,SPOON-11,1,spoon.reflect.factory.TypeFactory,10,0,0,0,217,100,46.08295,70,25,35.714287,64,0,0.0,0,0.0
evosuite-mo,120,GUAVA-174,2,com.google.common.collect.TopKSelector,19,0,0,0,79,66,83.544304,36,26,72.22222,68,61,89.70589,61,89.70589
evosuite-mo,120,SEATA-19,2,io.seata.core.protocol.RegisterRMRequest,29,0,0,0,62,62,100.0,26,26,100.0,0,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-19,2,com.alibaba.fastjson.parser.deserializer.DefaultFieldDeserializer,24,0,0,0,68,44,64.70589,44,29,65.909096,6,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-32,3,com.alibaba.fastjson.support.hsf.HSFJSONUtils,7,0,0,0,70,25,35.714287,28,11,39.285713,30,11,36.666668,11,36.666668
evosuite-mo,120,SPOON-107,3,spoon.reflect.visitor.filter.CompositeFilter,14,0,0,0,26,25,96.15385,20,19,95.0,1,0,0.0,0,0.0
evosuite-mo,120,GUAVA-275,2,com.google.common.math.PairedStatsAccumulator,49,0,0,0,60,59,98.333336,38,38,100.0,75,75,100.0,75,100.0
evosuite-mo,120,GUAVA-115,2,com.google.common.util.concurrent.SimpleTimeLimiter,0,0,0,0,110,0,0.0,26,0,0.0,0,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-32,1,com.alibaba.fastjson.support.hsf.HSFJSONUtils,8,0,0,0,70,25,35.714287,28,11,39.285713,30,11,36.666668,11,36.666668
evosuite-mo,120,FASTJSON-15,3,com.alibaba.fastjson.util.IOUtils,81,0,0,0,391,332,84.91049,270,194,71.85185,32,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-9,2,com.alibaba.fastjson.parser.deserializer.JavaObjectDeserializer,6,0,0,0,19,7,36.842106,18,10,55.555557,15,10,66.66667,10,66.66667
evosuite-mo,120,SEATA-4,3,io.seata.core.protocol.MessageFuture,15,0,0,0,22,22,100.0,10,10,100.0,13,13,100.0,13,100.0
evosuite-mo,120,SEATA-8,3,io.seata.core.protocol.MergedWarpMessage,20,0,4,0,46,25,54.347824,14,8,57.14286,8,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-39,3,com.alibaba.fastjson.serializer.StringCodec,23,0,0,0,45,44,97.77778,20,19,95.0,1,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-79,3,com.alibaba.fastjson.parser.ParserConfig,70,0,45,0,518,359,69.30502,410,210,51.219513,34,0,0.0,0,0.0
evosuite-mo,120,SEATA-32,3,io.seata.core.protocol.transaction.GlobalBeginResponse,21,0,0,0,36,36,100.0,12,12,100.0,17,17,100.0,17,100.0
evosuite-mo,120,GUAVA-153,2,com.google.common.collect.ReverseOrdering,11,0,0,0,21,16,76.190475,4,3,75.0,5,0,0.0,0,0.0
evosuite-mo,120,SPOON-159,2,spoon.reflect.visitor.ModelConsistencyChecker,0,0,0,0,26,0,0.0,22,0,0.0,0,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-32,2,com.alibaba.fastjson.support.hsf.HSFJSONUtils,7,0,0,0,70,25,35.714287,28,11,39.285713,30,11,36.666668,11,36.666668
evosuite-mo,120,GUAVA-153,1,com.google.common.collect.ReverseOrdering,10,0,0,0,21,15,71.42857,4,2,50.0,5,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-85,1,com.alibaba.fastjson.serializer.CharArrayCodec,12,0,0,0,35,22,62.857143,20,12,60.000004,6,0,0.0,0,0.0
evosuite-mo,120,SPOON-159,3,spoon.reflect.visitor.ModelConsistencyChecker,8,0,0,0,26,26,100.0,22,17,77.27273,0,0,0.0,0,0.0
evosuite-mo,120,SEATA-14,1,io.seata.core.protocol.transaction.BranchRegisterRequest,37,0,3,0,95,94,98.94737,32,31,96.875,42,41,97.61904,41,97.61904
evosuite-mo,120,GUAVA-85,1,com.google.common.base.CaseFormat,50,0,1,0,30,30,100.0,12,12,100.0,0,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-79,2,com.alibaba.fastjson.parser.ParserConfig,86,0,54,0,518,336,64.86486,410,207,50.487804,42,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-59,1,com.alibaba.fastjson.asm.Type,65,0,0,0,93,93,100.0,62,62,100.0,78,78,100.0,66,84.61539
evosuite-mo,120,SEATA-32,1,io.seata.core.protocol.transaction.GlobalBeginResponse,20,0,0,0,36,36,100.0,12,12,100.0,17,17,100.0,17,100.0
evosuite-mo,120,GUAVA-21,1,com.google.common.base.internal.Finalizer,2,0,0,0,65,11,16.923077,20,2,10.0,23,4,17.391304,2,8.695652
evosuite-mo,120,GUAVA-249,3,com.google.common.io.FileBackedOutputStream,41,0,0,0,50,49,98.0,16,15,93.75,30,30,100.0,30,100.0
evosuite-mo,120,SEATA-21,2,io.seata.core.rpc.netty.RmRpcClient,2,0,2,0,211,4,1.8957347,88,2,2.2727273,73,0,0.0,0,0.0
evosuite-mo,120,SEATA-26,1,io.seata.core.rpc.netty.TmRpcClient,1,0,0,0,162,1,0.61728394,62,0,0.0,64,0,0.0,0,0.0
evosuite-mo,120,SEATA-12,1,io.seata.core.rpc.netty.ShutdownHook,5,0,4,0,25,13,52.0,8,0,0.0,7,2,28.57143,2,28.57143
evosuite-mo,120,SEATA-9,2,io.seata.core.rpc.netty.RpcServerHandler,12,0,0,0,27,27,100.0,8,7,87.5,6,6,100.0,6,100.0
evosuite-mo,120,FASTJSON-49,2,com.alibaba.fastjson.serializer.ArraySerializer,3,0,0,0,28,8,28.57143,14,1,7.1428576,12,0,0.0,0,0.0
evosuite-mo,120,SPOON-19,3,spoon.reflect.visitor.filter.LineFilter,0,0,0,0,22,0,0.0,16,0,0.0,0,0,0.0,0,0.0
evosuite-mo,120,GUAVA-174,3,com.google.common.collect.TopKSelector,28,0,0,0,79,72,91.13924,36,31,86.11111,4,0,0.0,0,0.0
evosuite-mo,120,SPOON-19,2,spoon.reflect.visitor.filter.LineFilter,5,0,0,0,22,14,63.636364,16,7,43.75,7,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-64,1,com.alibaba.fastjson.serializer.JSONSerializer,100,0,2,0,185,154,83.24325,108,86,79.62963,18,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-72,3,com.alibaba.fastjson.serializer.AwtCodec,39,0,0,0,192,102,53.125,106,48,45.28302,49,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-39,2,com.alibaba.fastjson.serializer.StringCodec,20,0,0,0,45,38,84.44444,20,17,85.0,29,24,82.75862,24,82.75862
evosuite-mo,120,SEATA-14,2,io.seata.core.protocol.transaction.BranchRegisterRequest,33,0,3,0,95,93,97.89474,32,29,90.625,42,40,95.2381,40,95.2381
evosuite-mo,120,GUAVA-45,1,com.google.common.primitives.Shorts,89,0,0,0,103,103,100.0,68,68,100.0,133,133,100.0,133,100.0
evosuite-mo,120,SPOON-165,1,spoon.reflect.visitor.AstParentConsistencyChecker,2,0,0,0,15,9,60.000004,8,3,37.5,6,3,50.0,3,50.0
evosuite-mo,120,FASTJSON-19,3,com.alibaba.fastjson.parser.deserializer.DefaultFieldDeserializer,20,0,0,0,68,47,69.117645,44,30,68.181816,6,0,0.0,0,0.0
